title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio
Le Seigneur des anneaux : Les Deux Tours,8.7,87,1512707,Action; Adventu,Peter Jackson,J.R.R. Tolkien,2h 59min,2002-12-18,USA,Mount Sunday; Canterbury; South Island; New Zealand,2608,"The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas, and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell.",94000000.0,6200752,342551365,947495095,179 min,"DTS-ES
| Dolby Digital EX
| SDDS
| Dolby Atmos",Color,2.39 : 1
Matrix,8.7,73,1710807,Action; Sci-Fi,Lana Wachowski,Lilly Wachowski,2h 16min,1999-06-23,Australia,AON Tower; Kent Street; Sydney; New South Wales; Australia,4467,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. As a rebel against the machines, Neo must confront the agents: super-powerful computer programs devoted to stopping Neo and the entire human rebellion.",63000000.0,2778833,171479930,466364845,136 min,"DTS
(Digital DTS Sound)| Dolby Digital
| SDDS
| Dolby Atmos",Color,2.39 : 1
"Joli village, jolie flamme",8.7,xxx,15053,Comedy; Drama;,Srdjan Dragojevic,Vanja Bulic,1h 55min,1997-12-3,Yugoslavia,xxx,50,"At the Belgrade army hospital, casualties of Bosnian civil war are treated. In the hospital they remember their youth and the war. Two young boys, Halil, a Muslim, and Milan, a Serb, have grown up together near a deserted tunnel linking the Yugoslav cities of Belgrade and Zagreb. They never dare go inside, as they believe an ogre resides there. Twelve years later, during the Bosnian civil war, Milan, who is trapped in the tunnel with his troop, and Halil, find themselves on opposing sides, fatefully heading toward confrontation.",xxx,14,211,211,115 min,io: 1.85 : 1,xxx,xxx
Thevar Magan,8.7,xxx,5916,Drama,Bharathan,Kamal Haasan,2h 25min,1992-10-25,India,IMDbPro,21,"Set against the backdrop of the feudal Madurai district, controlled by big landlords who employ their own gangs and often indulge in expensive feuds with their neighbours. The star explained that this environment was part of his childhood experience. He plays Shaktivelu, the modern son of Peria-thevar (Ganesan), who returns to his ancestral home to introduce his girlfriend (Gauthami) to his family. Unwittingly, he is forced to become involved in the bloody feuds between different members of the clan led by Mayathevar (Nasser), and when his father dies he assumes the godfather's mantle. The rival family is eventually annihilated in a gory ending. However, how will Shakti's love and personal life pan out?",xxx,xxx,xxx,xxx,145 min,xxx,xxx,xxx
Les affranchis,8.7,90,1042784,Biography; Crim,Martin Scorsese,Nicholas Pileggi,2h 26min,1990-09-12,USA,19 Alfred Lane; New Rochelle; New York; USA,1429,"Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?",25000000.0,636890,46836214,46952991,146 min,Dolby SR,"Color
(Technicolor)",1.85 : 1
Nayakan,8.7,xxx,17214,Crime; Drama,Mani Ratnam,Balakumaran,2h 25min,1987-10-21,India,IMDbPro,65,"A small boy (Ratnavelu) from Tamilnadu sees his father, a labor leader, killed in cold blood by a policeman. He kills the policeman and runs away to the city of Bombay. From there, the story traces his ascent to become a mafia chief (Velu Naicker).",xxx,xxx,xxx,xxx,145 min,xxx,xxx,xxx
L'Empire contre-attaque,8.7,82,1179036,Action; Adventu,Irvin Kershner,Leigh Brackett,2h 4min,1980-08-20,UK,San Francisco Armory; 1800 Mission Street; San Francisco; California; USA,1306,"Luke Skywalker, Han Solo, Princess Leia and Chewbacca face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi Master's help will Luke survive when the Dark Side of the Force beckons him into the ultimate duel with Darth Vader.",18000000.0,491048,292753960,538375067,124 min,"70 mm 6-Track
(70 mm prints)| Dolby Stereo
(35 mm prints)| Dolby Digital EX
(DVD)| DTS-ES
(6.1 channels) (Blu-ray)| Dolby Atmos",Color,2.20 : 1
Vol au-dessus d'un nid de coucou,8.7,84,933445,Drama,Milos Forman,Lawrence Hauben,2h 13min,1976-03-1,USA,xxx,1054,"McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse.",3000000.0,xxx,108981275,108997629,133 min,io: 1.85 : 1,xxx,xxx
Le Témoin,8.7,xxx,6372,Drama; Comedy,Péter Bacsó,Péter Bacsó,1h 45min,1979-06-6,Hungary,MAFILM 1. Játékfilmstúdió,10,"Banned for over a decade for its outspoken criticism of the post-WWII communist regime in Hungary, Péter Bacsó's 'The Witness' has since then achieved unparalleled cult status in its native land. Known as the best satire about communism, 'The Witness' has become a cult classic, which was also well received by critics and general audiences alike when it was finally released outside of Hungary. Its candid and realistic portrayal of the incompetent communist regime has earned great acclaim for both the director and the film itself when it was shown at Cannes Film Festival in 1981. 'The Witness' takes place during the height of the Rákosi Era, which was closely modeled after the ruthless and brutal Stalin regime. The film follows the life of an ordinary dike keeper, József Pelikán, who has been caught for illegally slaughtering his pig, Dezsõ. Instead of doing hard time for his ""heinous"" crime, Pelikán is elevated into an important position, generally reserved for the communist elite. Of ...",xxx,xxx,xxx,xxx,105 min,xxx,xxx,xxx
Jersey,8.6,xxx,10022,Drama; Sport,Gowtam Tinnanuri,Gowtam Tinnanuri,2h 37min,2019-04-19,India,xxx,145,"Luck hasn't always been in favour of Arjun, a gifted cricketer in his mid-thirties whose career has failed to take off. With everyone around him insisting that he should give up on his career, will Arjun have the courage of conviction to continue pursuing his dream?",xxx,xxx,204669,204669,157 min,xxx,xxx,xxx
Kumbalangi Nights,8.6,xxx,10434,Comedy; Drama;,Madhu C. Narayanan,Syam Pushkaran,2h 15min,2019-02-7,India,See more,161,"The film revolves around four brothers who share a love-hate relationship with each other. Franky's elder brothers, Saji, Bobby and Bony lead a messed up life with their downright arrogance, differences, and disagreements with each other. Each one deals with the struggle of his own. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love. Franky's wish for a beautiful home cuddles hope.",xxx,xxx,1312005,1312005,135 min,xxx,xxx,xxx
96,8.6,xxx,21588,Drama; Romance,C. Prem Kumar,C. Prem Kumar,2h 38min,2018-10-4,India,xxx,443,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,xxx,xxx,616333,616333,158 min,xxx,xxx,xxx
Parasite,8.6,96,608948,Comedy; Drama;,Bong Joon Ho,Bong Joon Ho,2h 12min,2019-06-5,Korea,Goyang Aqua Studio - 250 Tongil-ro 396beon-gil; Deogyang-gu; Goyang; South Korea,3149,"The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park ...",11400000.0,39321,53369749,258857505,132 min,Dolby Atmos,Color,2.39 : 1
Interstellar,8.6,74,1559058,Adventure; Dram,Christopher Nolan,Jonathan Nolan,2h 49min,2014-11-5,Canada,Okotoks; Alberta; Canada,4511,"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.",165000000.0,4751036,188020017,701729206,169 min,"Datasat
| Dolby Digital
| IMAX 6-Track
| Dolby Surround 7.1
| Sonics-DDP
(IMAX version)","Color
(FotoKem)",2.39 : 1
La Cité de Dieu,8.6,79,709394,Crime; Drama,Fernando Meirelles,Paulo Lins,2h 10min,2003-03-12,Germany,Cidade de Deus; Rio de Janeiro; Rio de Janeiro; Brazil,1056,"Brazil, 1960s, City of God. The Tender Trio robs motels and gas trucks. Younger kids watch and learn well...too well. 1970s: Li'l Zé has prospered very well and owns the city. He causes violence and fear as he wipes out rival gangs without mercy. His best friend Bené is the only one to keep him on the good side of sanity. Rocket has watched these two gain power for years, and he wants no part of it. he keeps getting swept up in the madness. All he wants to do is take pictures. 1980s: Things are out of control between the last two remaining gangs...will it ever end? Welcome to the City of God.",615247.07,8829,7564459,30680793,130 min,"Dolby Digital
| SDDS",Color,1.85 : 1
Spadikam,8.6,xxx,5047,Action; Drama,Bhadran,Raajendra Babu,2h 30min,1995-03-30,India,xxx,13,"Chacko Master (Thilakan) is a mathematics teacher as well as the school headmaster in a fictional small town. He is a very strict teacher and does not go easy with his own son Thomas (Mohanlal). Frustrated with his father's heavy-handedness, Thomas leaves home. After 14 years, Thomas returns to his village, now the owner of a stone quarry and a criminal who has a number of unresolved court cases against him. Father and son are mutually resolved never to reconcile with each other, causing immense distress to Thomas's mother and younger sister.",xxx,xxx,INR56300000,INR56300000,150 min,xxx,xxx,xxx
O Auto da Compadecida,8.6,xxx,12454,Comedy; Drama;,Guel Arraes,Guel Arraes,1h 44min,2000-09-10,Brazil,Globo Filmes,32,"João Grilo and Chicó are two very poor and clever Brazilian Northeasterners who struggle for survival and trick people to get by. After meeting the wealthy Rosinha, both hope to finally strive in life, but their plans are interrupted by the arrival of an outlaw.",xxx,xxx,xxx,xxx,104 min,xxx,xxx,xxx
Selvi Boylum Al Yazmalim,8.6,xxx,15056,Drama; Romance,Atif Yilmaz,Chingiz Aitmatov,1h 30min,1978-11-01,Turkey,xxx,10,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the hardships and have a quick happy marriage. However, after he helps a man one night, Ilyas' life changes forever and he leaves Asya and Samet, their son for another woman and doesn't come back. After that, Asya takes their son and go away without knowing where she is heading, until a familiar hand reaches her to help selflessly.",xxx,xxx,45123,45123,90 min,xxx,xxx,xxx
Çöpçüler Krali,8.6,xxx,18945,Comedy; Romance,Zeki Ökten,Umur Bugay,1h 20min,1977-January-01,Turkey,Cihangir; Istanbul; Turkey,3,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.",xxx,xxx,xxx,xxx,80 min,xxx,xxx,xxx
Zübük,8.6,xxx,9358,Comedy; Crime,Kartal Tibet,Aziz Nesin,1h 28min,1980-09-11,Turkey,IMDbPro,15,"This is the story of the politician named Zubuk. He gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zubuk's doings. Yasar gets baffled at the sly tricks Zubuk played on his village people. In the end, he feels sorry about his Zubuk's present situation, however, as things happen he becomes aware that Zubuk has been tricking him.",xxx,xxx,xxx,xxx,88 min,xxx,xxx,xxx
